1_id	1_span	1_anno_scriptorium:func	1_anno_scriptorium:lemma	1_anno_scriptorium:new_sent	1_anno_scriptorium:norm	1_anno_scriptorium:orig	1_anno_scriptorium:pos	2_id	2_span	2_anno_scriptorium:func	2_anno_scriptorium:lang	2_anno_scriptorium:lemma	2_anno_scriptorium:new_sent	2_anno_scriptorium:norm	2_anno_scriptorium:orig	2_anno_scriptorium:pos
6102362	ⲕ	det	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6102365	ϩⲁⲣⲉϩ	root	'NULL'	ϩⲁⲣⲉϩ	'NULL'	ϩⲁⲣⲉϩ	'NULL'	V
6102628	ϣⲟⲩ ⲙⲉⲣⲓⲧ ⲕ̅	obl	ϣⲟⲩⲙⲉⲣⲓⲧⲕ	'NULL'	ϣⲟⲩⲙⲉⲣⲓⲧⲕ	'NULL'	N	6102635	ϩⲛ̅	case	'NULL'	ϩⲛ	'NULL'	ϩⲛ	'NULL'	PREP
6102640	ⲛⲉⲕ	det	ⲡⲉⲕ	'NULL'	ⲛⲉⲕ	'NULL'	PPOS	6102644	ϩⲃⲏⲩⲉ	obl	'NULL'	ϩⲱⲃ	'NULL'	ϩⲃⲏⲩⲉ	'NULL'	N
6103874	ⲕ	nmod	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6103877	ϩⲙⲟⲟⲥ	advcl	'NULL'	ϩⲙⲟⲟⲥ	'NULL'	ϩⲙⲟⲟⲥ	'NULL'	V
6104138	ⲛ̅ⲕⲟⲧⲕ̅	advcl	ⲛⲕⲟⲧⲕ	'NULL'	ⲛⲕⲟⲧⲕ	'NULL'	V	6104142	ϩⲛ̅	case	'NULL'	ϩⲛ	'NULL'	ϩⲛ	'NULL'	PREP
6104188	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6104191	ϩⲏⲛ	advcl	'NULL'	ϩⲱⲛ	'NULL'	ϩⲏⲛ	'NULL'	VSTAT
6104251	ⲛ̅ⲕⲟⲧⲕ̅	root	ⲛⲕⲟⲧⲕ	'NULL'	ⲛⲕⲟⲧⲕ	'NULL'	V	6104255	ϩⲓ	case	'NULL'	ϩⲓ	'NULL'	ϩⲓ	'NULL'	PREP
6104379	ⲕ̅	obj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6104382	ϩⲛ̅	case	'NULL'	ϩⲛ	'NULL'	ϩⲛ	'NULL'	PREP
6104467	ⲡⲕ̅	det	ⲡⲉⲕ	'NULL'	ⲡⲉⲕ	'NULL'	PPOS	6104471	ϩⲏⲧ	obl	'NULL'	ϩⲏⲧ	'NULL'	ϩⲏⲧ	'NULL'	N
6104581	ⲡⲱⲕ	obj	ⲡⲱⲕ	'NULL'	ⲡⲱⲕ	'NULL'	PPOS	6104586	ϩⲱⲱ	advmod	'NULL'	ϩⲱⲱ	'NULL'	ϩⲱⲱ	'NULL'	IMOD
