1_id	1_span	1_anno_scriptorium:func	1_anno_scriptorium:lemma	1_anno_scriptorium:new_sent	1_anno_scriptorium:norm	1_anno_scriptorium:orig	1_anno_scriptorium:pos	2_id	2_span	2_anno_scriptorium:func	2_anno_scriptorium:lang	2_anno_scriptorium:lemma	2_anno_scriptorium:new_sent	2_anno_scriptorium:norm	2_anno_scriptorium:orig	2_anno_scriptorium:pos
3364909	ⲑ	det	ⲡ	'NULL'	ⲧ	ⲑ	ART	3364911	ⲉ	obl	'NULL'	ϩⲉ	'NULL'	ϩⲉ	ⲉ	N
3365007	ⲑ	det	ⲡ	'NULL'	ⲧ	ⲑ	ART	3365009	ⲉ	obl	'NULL'	ϩⲉ	'NULL'	ϩⲉ	ⲉ	N
3365367	ⲛⲧ	mark	ⲉⲣⲉ	'NULL'	ⲛⲧ	ⲛⲧ	CFOC	3365369	ⲁⲡ	acl	'NULL'	ϩⲁⲡ	'NULL'	ϩⲁⲡ	ⲁⲡ	N
3366200	ⲥⲁⲛⲟⲩϣⲧ	parataxis	ⲥⲁⲛⲟⲩϣⲧ	'NULL'	ⲥⲁⲛⲟⲩϣⲧ	ⲥⲁⲛⲟⲩϣⲧ	V	3366202	ϩⲓϫⲛ	case	'NULL'	ϩⲓϫⲛ	'NULL'	ϩⲓϫⲛ	ϩⲓϫⲛ	PREP
3366234	ϫⲓⲙⲟⲉⲓⲧ	parataxis	ϫⲓⲙⲟⲉⲓⲧ	'NULL'	ϫⲓⲙⲟⲉⲓⲧ	ϫⲓⲙⲟⲉⲓⲧ	V	3366236	ϩⲏⲧ	obl:npmod	'NULL'	ϩⲏⲧ	'NULL'	ϩⲏⲧ	ϩⲏⲧ	N
3366236	ϩⲏⲧ	obl:npmod	ϩⲏⲧ	'NULL'	ϩⲏⲧ	ϩⲏⲧ	N	3366239	ϩⲓ	case	'NULL'	ϩⲓ	'NULL'	ϩⲓ	ϩⲓ	PREP
3366283	ⲑ	det	ⲡ	'NULL'	ⲧ	ⲑ	ART	3366286	ⲁⲓⲃⲉⲥ	nmod	'NULL'	ϩⲁⲉⲓⲃⲉⲥ	'NULL'	ϩⲁⲓⲃⲉⲥ	ⲁⲓⲃⲉⲥ	N
3366464	ⲑ	det	ⲡ	'NULL'	ⲧ	ⲑ	ART	3366466	ⲉ	obl	'NULL'	ϩⲉ	'NULL'	ϩⲉ	ⲉ	N
3366835	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	ⲉⲧ	CREL	3366837	ϩⲓⲧⲟⲩⲱ	case	'NULL'	ϩⲓⲧⲟⲩⲛ	'NULL'	ϩⲓⲧⲟⲩⲱ	ϩⲓⲧⲟⲩⲱ	PREP
3367360	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	ⲉⲧ	CREL	3367363	ϩⲩⲡⲟⲙⲉⲓⲛⲉ	acl	Greek	ϩⲩⲡⲟⲙⲉⲓⲛⲉ	'NULL'	ϩⲩⲡⲟⲙⲉⲓⲛⲉ	ϩⲩⲡⲟⲙⲉⲓⲛⲉ	V
3367458	ϫⲓⲙⲟⲉⲓⲧ	root	ϫⲓⲙⲟⲉⲓⲧ	true	ϫⲓⲙⲟⲉⲓⲧ	ϫⲓⲙⲟⲉⲓⲧ	V	3367462	ϩⲏⲧ	obl:npmod	'NULL'	ϩⲏⲧ	'NULL'	ϩⲏⲧ	ϩⲏⲧ	N
3367462	ϩⲏⲧ	obl:npmod	ϩⲏⲧ	'NULL'	ϩⲏⲧ	ϩⲏⲧ	N	3367465	ϩⲛ	case	'NULL'	ϩⲛ	'NULL'	ϩⲛ	ϩⲛ	PREP
