1_id	1_span	1_anno_scriptorium:func	1_anno_scriptorium:lemma	1_anno_scriptorium:new_sent	1_anno_scriptorium:norm	1_anno_scriptorium:pos	2_id	2_span	2_anno_scriptorium:func	2_anno_scriptorium:lemma	2_anno_scriptorium:new_sent	2_anno_scriptorium:norm	2_anno_scriptorium:pos
8647207	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8647210	ϩⲟⲃⲥ	acl:relcl	ϩⲱⲃⲥ	'NULL'	ϩⲟⲃⲥ	V
8647269	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8647272	ϩⲏⲡ	acl:relcl	ϩⲱⲡ	'NULL'	ϩⲏⲡ	VSTAT
8647674	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8647679	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
8647725	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8647729	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8647907	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8647911	ϩⲉ	obj	ϩⲉ	'NULL'	ϩⲉ	N
8648284	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8648287	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8648375	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8648380	ϩⲓϫⲙ	case	ϩⲓϫⲛ	'NULL'	ϩⲓϫⲙ	PREP
8648627	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8648630	ϩⲉ	nmod	ϩⲉ	'NULL'	ϩⲉ	N
8648892	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8648895	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8651506	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8651509	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8656483	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8656488	ϩⲁⲣⲟ	case	ϩⲁ	'NULL'	ϩⲁⲣⲟ	PREP
8656962	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8656965	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8657197	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	8657202	ⲓⲙⲉ	appos	ⲥϩⲓⲙⲉ	'NULL'	ϩⲓⲙⲉ	N
8657334	ⲑ	det	ⲧ	'NULL'	ⲧ	ART	8657338	ⲓⲙⲉ	obj	ⲥϩⲓⲙⲉ	'NULL'	ϩⲓⲙⲉ	N
8659635	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8659638	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8659920	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8659925	ϩⲙ	case	ϩⲛ	'NULL'	ϩⲙ	PREP
8661441	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	8661446	ⲁⲗⲁⲥⲥⲁ	obl	ϩⲁⲗⲁⲥⲥⲁ	'NULL'	ϩⲁⲗⲁⲥⲥⲁ	N
8661540	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	8661545	ⲁⲗⲁⲥⲥⲁ	obl	ϩⲁⲗⲁⲥⲥⲁ	'NULL'	ϩⲁⲗⲁⲥⲥⲁ	N
8662528	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8662535	ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	obl	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	'NULL'	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	NPROP
8663159	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8663162	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8664501	ⲁⲧ ϩⲏⲧ	obl	ⲁⲧϩⲏⲧ	'NULL'	ⲁⲧϩⲏⲧ	N	8664507	ϩⲓ	case	ϩⲓ	'NULL'	ϩⲓ	PREP
8664707	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8664711	ϩⲏ	conj	ϩⲏ	'NULL'	ϩⲏ	N
8664985	ⲉⲧ	mark	ⲉⲧ	'NULL'	ⲉⲧ	CREL	8664990	ϩⲟⲟⲩ	acl:relcl	ϩⲟⲟⲩ	'NULL'	ϩⲟⲟⲩ	VSTAT
8665173	ⲉⲧ	mark	ⲉⲧ	'NULL'	ⲉⲧ	CREL	8665178	ϩⲟⲟⲩ	acl:relcl	ϩⲟⲟⲩ	'NULL'	ϩⲟⲟⲩ	VSTAT
8668723	ⲟⲩⲱⲧ	amod	ⲟⲩⲱⲧ	'NULL'	ⲟⲩⲱⲧ	N	8668728	ϩⲙ	case	ϩⲛ	'NULL'	ϩⲙ	PREP
8669907	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8669910	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8672787	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8672791	ϩⲟⲧⲉ	nsubj	ϩⲟⲧⲉ	'NULL'	ϩⲟⲧⲉ	N
8673060	ⲉⲥⲏⲧ	obl	ⲉⲥⲏⲧ	'NULL'	ⲉⲥⲏⲧ	N	8673063	ϩⲓϫⲛ	case	ϩⲓϫⲛ	'NULL'	ϩⲓϫⲛ	PREP
8673622	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8673627	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8675547	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	8675550	ⲉ	obj	ϩⲉ	'NULL'	ϩⲉ	N
8675565	ⲙⲟⲟⲩⲧ	acl:relcl	ⲙⲟⲩⲟⲩⲧ	'NULL'	ⲙⲟⲟⲩⲧ	VSTAT	8675569	ϩⲱⲥⲧⲉ	mark	ϩⲱⲥⲧⲉ	'NULL'	ϩⲱⲥⲧⲉ	CONJ
8676860	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8676863	ϩⲉ	nmod	ϩⲉ	'NULL'	ϩⲉ	N
8677342	ⲉⲑ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8677345	ⲟⲟⲩ	acl:relcl	ϩⲟⲟⲩ	'NULL'	ϩⲟⲟⲩ	VSTAT
8678755	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8678758	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8679044	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	8679049	ⲉ	obj	ϩⲉ	'NULL'	ϩⲉ	N
8680152	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8680155	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8682577	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8682582	ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	obl	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	'NULL'	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	NPROP
8682786	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8682791	ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	obl	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	'NULL'	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	NPROP
8684272	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8684277	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
8685706	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8685711	ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	obl	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	'NULL'	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	NPROP
8685849	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8685854	ϩⲙ	case	ϩⲛ	'NULL'	ϩⲙ	PREP
8686414	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8686417	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8686687	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8686690	ϩⲓϩⲏ	acl:relcl	ϩⲓϩⲏ	'NULL'	ϩⲓϩⲏ	PREP
8686917	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8686922	ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	obl	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	'NULL'	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	NPROP
8687497	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8687502	ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	obl	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	'NULL'	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	NPROP
8688034	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8688037	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8688954	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8688959	ϩⲛ	case	ϩⲛ	'NULL'	ϩⲛ	PREP
8689050	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8689055	ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	obl	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	'NULL'	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	NPROP
8693026	ⲙⲉϩ ϣⲟⲙⲛⲧ	conj	ⲙⲉϩϣⲟⲙⲛⲧ	'NULL'	ⲙⲉϩϣⲟⲙⲛⲧ	NUM	8693032	ϩⲟⲙⲟⲓⲱⲥ	advmod	ϩⲟⲙⲟⲓⲱⲥ	'NULL'	ϩⲟⲙⲟⲓⲱⲥ	ADV
8693490	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8693493	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8693509	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8693514	ϩⲛ	case	ϩⲛ	'NULL'	ϩⲛ	PREP
8693610	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8693613	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8694380	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8694383	ϩⲓⲧⲟⲩⲱ	case	ϩⲓⲧⲟⲩⲛ	'NULL'	ϩⲓⲧⲟⲩⲱ	PREP
8694689	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8694692	ϩⲓⲧⲟⲩⲱ	case	ϩⲓⲧⲟⲩⲛ	'NULL'	ϩⲓⲧⲟⲩⲱ	PREP
8697216	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	8697220	ⲁⲏ	nsubj	ϩⲁⲏ	'NULL'	ϩⲁⲏ	N
8698240	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8698243	ϩⲛ	case	ϩⲛ	'NULL'	ϩⲛ	PREP
8698288	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8698291	ϩⲓ	case	ϩⲓ	'NULL'	ϩⲓ	PREP
8698389	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8698392	ϩⲛ	case	ϩⲛ	'NULL'	ϩⲛ	PREP
8699385	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8699390	ϩⲛ	case	ϩⲛ	'NULL'	ϩⲛ	PREP
8700348	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8700351	ϩⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
8701020	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8701023	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8701966	ⲕⲟⲟⲥⲧ	obl	ⲕⲟⲟⲥⲧ	'NULL'	ⲕⲟⲟⲥⲧ	N	8701970	ϩⲁⲙⲏⲛ	cc	ϩⲁⲙⲏⲛ	true	ϩⲁⲙⲏⲛ	PTC
8702386	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8702389	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8703143	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8703148	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8703658	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8703661	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8705440	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8705444	ϩⲏ	obl	ϩⲏ	'NULL'	ϩⲏ	N
8705655	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8705658	ϩⲉ	conj	ϩⲉ	'NULL'	ϩⲉ	N
8707170	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8707173	ϩⲉ	nmod	ϩⲉ	'NULL'	ϩⲉ	N
8709688	ⲧ	det	ⲡ	true	ⲧ	ART	8709699	ϩⲙϩⲁⲗ	dislocated	ϩⲙϩⲁⲗ	'NULL'	ϩⲙϩⲁⲗ	N
8710147	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8710150	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8711128	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8711131	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
8711698	ⲉ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	8711701	ⲑⲟⲟⲯ	acl:relcl	ϩⲟⲟⲩ	'NULL'	ϩⲟⲟⲩ	N
8712369	ⲡⲁⲧ	obj	ⲡⲁⲧ	'NULL'	ⲡⲁⲧ	N	8712372	ϩⲓϩⲏ	advmod	ϩⲓϩⲏ	'NULL'	ϩⲓϩⲏ	ADV
8712875	ⲙⲟϫⲧ	acl:relcl	ⲙⲟⲩϫϭ	'NULL'	ⲙⲟϫⲧ	VSTAT	8712878	ϩⲓ	case	ϩⲓ	'NULL'	ϩⲓ	PREP
8713459	ⲉⲥⲏⲧ	obl	ⲉⲥⲏⲧ	'NULL'	ⲉⲥⲏⲧ	N	8713462	ϩⲓϫⲛ	case	ϩⲓϫⲛ	'NULL'	ϩⲓϫⲛ	PREP
8715016	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8715021	ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	obl	ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	'NULL'	ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	NPROP
8716437	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	8716441	ⲟⲧⲉ	nsubj	ϩⲟⲧⲉ	'NULL'	ϩⲟⲧⲉ	N
8716802	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	8716805	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9575329	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9575332	ϩⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
9575436	ϭⲱϣⲧ	advcl	ϭⲱϣⲧ	'NULL'	ϭⲱϣⲧ	V	9575439	ϩⲏⲧ	obl:npmod	ϩⲏⲧ	'NULL'	ϩⲏⲧ	N
9575906	ⲥⲃⲧⲱⲧ	advcl	ⲥⲟⲃⲧⲉ	'NULL'	ⲥⲃⲧⲱⲧ	VSTAT	9575909	ϩⲙ	case	ϩⲛ	'NULL'	ϩⲙ	PREP
9578563	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9578566	ϩⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
9579474	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9579479	ϩⲏⲡ	acl:relcl	ϩⲱⲡ	'NULL'	ϩⲏⲡ	VSTAT
9579519	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	9579523	ⲏ	obl	ϩⲏ	'NULL'	ϩⲏ	N
9579712	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9579715	ϩⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
9580001	ⲉ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9580004	ⲑⲏⲡ	acl:relcl	ϩⲱⲡ	'NULL'	ϩⲏⲡ	VSTAT
9580137	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9580143	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
9581607	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9581610	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9582458	ϩⲁⲧ	conj	ϩⲁⲧ	'NULL'	ϩⲁⲧ	N	9582461	ϩⲉⲛ	det	ⲟⲩ	'NULL'	ϩⲉⲛ	ART
9582666	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9582669	ϩⲉ	nmod	ϩⲉ	'NULL'	ϩⲉ	N
9583477	ϣⲟⲩⲉⲓⲧ	ccomp	ϣⲟⲩⲟ	'NULL'	ϣⲟⲩⲉⲓⲧ	VSTAT	9583481	ϩⲱⲥⲧⲉ	mark	ϩⲱⲥⲧⲉ	true	ϩⲱⲥⲧⲉ	CONJ
9583798	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9583804	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
9584316	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	9584320	ⲏ	obl	ϩⲏ	'NULL'	ϩⲏ	N
9584386	ⲉ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9584389	ⲑⲏⲡ	acl:relcl	ϩⲱⲡ	'NULL'	ϩⲏⲡ	VSTAT
9585054	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9585057	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9585552	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9585555	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9586108	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9586113	ϩⲙ	case	ϩⲛ	'NULL'	ϩⲙ	PREP
9586129	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9586132	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9586728	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	9586731	ⲓⲙⲉ	obj	ϩⲓⲙⲉ	'NULL'	ϩⲓⲙⲉ	N
9587519	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9587522	ϩⲉ	advcl	ϩⲉ	'NULL'	ϩⲉ	N
9588311	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9588314	ϩⲓⲃⲟⲗ	acl:relcl	ϩⲓⲃⲟⲗ	'NULL'	ϩⲓⲃⲟⲗ	ADV
9588336	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9588339	ϩⲓϩⲟⲩⲛ	acl:relcl	ϩⲓϩⲟⲩⲛ	'NULL'	ϩⲓϩⲟⲩⲛ	ADV
9588372	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9588375	ϩⲓϩⲟⲩⲛ	acl:relcl	ϩⲓϩⲟⲩⲛ	'NULL'	ϩⲓϩⲟⲩⲛ	ADV
9588417	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9588420	ϩⲓⲃⲟⲗ	acl:relcl	ϩⲓⲃⲟⲗ	'NULL'	ϩⲓⲃⲟⲗ	ADV
9588523	ⲉⲑ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9588526	ⲓⲧⲟⲩⲱ	case	ϩⲓⲧⲟⲩⲛ	'NULL'	ϩⲓⲧⲟⲩⲱ	PREP
9589015	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9589020	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
9590113	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9590117	ϩⲏ	nmod	ϩⲏ	'NULL'	ϩⲏ	N
9590125	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9590131	ϩⲏ	conj	ϩⲏ	'NULL'	ϩⲏ	N
9593308	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9593311	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9593384	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9593387	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9593453	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9593458	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
9595894	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9595899	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
9596801	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9596806	ϩⲉ	obj	ϩⲉ	'NULL'	ϩⲉ	N
9597143	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9597146	ϩⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
9598091	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9598096	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
9598724	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9598727	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9599375	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9599378	ϩⲓ	acl:relcl	ϩⲓ	'NULL'	ϩⲓ	PREP
9599854	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9599859	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
9600738	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9600741	ϩⲁ	case	ϩⲁ	'NULL'	ϩⲁ	PREP
9600833	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9600836	ϩⲁ	case	ϩⲁ	'NULL'	ϩⲁ	PREP
9601239	ⲡⲏⲧ	acl:relcl	ⲡⲱⲧ	'NULL'	ⲡⲏⲧ	VSTAT	9601242	ϩⲙ	case	ϩⲛ	'NULL'	ϩⲙ	PREP
9602343	ⲉ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9602346	ⲑⲟⲟⲩ	acl:relcl	ϩⲟⲟⲩ	'NULL'	ϩⲟⲟⲩ	VSTAT
9602355	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9602358	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9602419	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9602422	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9602451	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9602454	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9602567	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9602570	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9602702	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9602705	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9602800	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9602803	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9602911	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9602914	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9602996	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	9602999	ⲁⲏ	nsubj	ϩⲁⲏ	'NULL'	ϩⲁⲏ	N
9605440	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9605443	ϩⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
9605583	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9605586	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9605703	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9605706	ϩⲉ	conj	ϩⲉ	'NULL'	ϩⲉ	N
9606413	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9606417	ϩⲓⲕⲱⲛ	advcl	ϩⲓⲕⲱⲛ	'NULL'	ϩⲓⲕⲱⲛ	N
9606834	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9606837	ϩⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
9606899	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9606904	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
9608912	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9608917	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
9609437	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9609440	ϩⲕⲁⲉⲓⲧ	acl:relcl	ϩⲕⲟ	'NULL'	ϩⲕⲁⲉⲓⲧ	VSTAT
9609720	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9609723	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9610747	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9610750	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9610782	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9610785	ϩⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
9610918	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9610923	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
9611688	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9611691	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9613298	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	9613301	ⲉ	obj	ϩⲉ	'NULL'	ϩⲉ	N
9614673	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9614676	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9614740	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9614746	ϩⲉⲗⲡⲓⲥ	appos	ϩⲉⲗⲡⲓⲥ	'NULL'	ϩⲉⲗⲡⲓⲥ	N
9615941	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9615946	ϩⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
9617942	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	9617945	ϩⲏⲡ	acl:relcl	ϩⲱⲡ	'NULL'	ϩⲏⲡ	VSTAT
9618925	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9618928	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9619089	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9619092	ϩⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
9620517	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	9620520	ϩⲉ	nmod	ϩⲉ	'NULL'	ϩⲉ	N
9620703	ⲧ	det	ⲡ	true	ⲧ	ART	9620713	ϩⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
