1_id	1_span	1_anno_scriptorium:func	1_anno_scriptorium:lemma	1_anno_scriptorium:new_sent	1_anno_scriptorium:norm	1_anno_scriptorium:pos	2_id	2_span	2_anno_scriptorium:func	2_anno_scriptorium:lemma	2_anno_scriptorium:new_sent	2_anno_scriptorium:norm	2_anno_scriptorium:pos
5611998	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5612001	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5612180	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5612183	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5612306	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5612309	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5612366	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5612369	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5612498	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5612502	ⲏ	obl	ϩⲏ	'NULL'	ϩⲏ	N
5613613	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5613616	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5614790	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5614793	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5616239	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5616242	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5618861	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5618865	ⲏ	obl	ϩⲏ	'NULL'	ϩⲏ	N
5619715	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5619718	ⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
5619747	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5619752	ⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
5620136	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5620139	ⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
5620246	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5620250	ⲟⲧⲉ	obl	ϩⲟⲧⲉ	'NULL'	ϩⲟⲧⲉ	N
5620627	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5620631	ⲏ	obl	ϩⲏ	'NULL'	ϩⲏ	N
5621088	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5621091	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5621369	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5621374	ϩⲟⲣϣ̅	acl:relcl	ϩⲣⲟϣ	'NULL'	ϩⲟⲣϣ	VSTAT
5621383	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5621386	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5621912	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5621915	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5621992	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5621997	ⲁⲗⲗⲁⲥⲁ	obl	ϩⲁⲗⲗⲁⲥⲁ	'NULL'	ϩⲁⲗⲗⲁⲥⲁ	N
5623025	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5623028	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5623793	ⲥⲁⲛⲁϣⲧ̅	root	ⲥⲁⲁⲛϣ	'NULL'	ⲥⲁⲛⲁϣⲧ	V	5623796	ϩⲛ̅	case	ϩⲛ	'NULL'	ϩⲛ	PREP
5624605	ⲉⲑ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5624608	ⲟⲟⲩ	acl:relcl	ϩⲟⲟⲩ	'NULL'	ϩⲟⲟⲩ	VSTAT
5625025	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5625030	ⲁⲯⲓⲥ	obl	ϩⲁⲯⲓⲥ	'NULL'	ϩⲁⲯⲓⲥ	N
5626593	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5626596	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5626824	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5626829	ⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
5628424	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5628427	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5628865	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5628868	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5628943	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5628946	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5629382	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5629386	ⲃ̅ⲇⲱⲙⲁⲥ	obl	ϩⲉⲃⲇⲟⲙⲁⲥ	'NULL'	ϩⲉⲃⲇⲟⲙⲁⲥ	N
5629595	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5629598	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5629973	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5629976	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5630175	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5630178	ϩⲓϫⲛ̅	case	ϩⲓϫⲛ	'NULL'	ϩⲓϫⲛ	PREP
5630186	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5630189	ϩⲙ̅	case	ϩⲛ	'NULL'	ϩⲙ	PREP
5630255	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5630260	ϩⲓⲃⲟⲗ	acl:relcl	ϩⲓⲃⲟⲗ	'NULL'	ϩⲓⲃⲟⲗ	ADV
5630308	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5630312	ⲏ	obl	ϩⲏ	'NULL'	ϩⲏ	N
5630831	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5630835	ⲟⲧⲉ	obj	ϩⲟⲧⲉ	'NULL'	ϩⲟⲧⲉ	N
5630965	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5630968	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5631018	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5631021	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5631915	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5631918	ⲉ	obj	ϩⲉ	'NULL'	ϩⲉ	N
5631942	ⲣⲟⲟⲩⲧ	acl:relcl	ⲟⲩⲣⲟⲧ	'NULL'	ⲣⲟⲟⲩⲧ	VSTAT	5631945	ϩⲓϫⲛ̅	case	ϩⲓϫⲛ	'NULL'	ϩⲓϫⲛ	PREP
5632893	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5632896	ϩⲕⲟⲉⲓⲧ	acl:relcl	ϩⲕⲟⲉⲓⲧ	'NULL'	ϩⲕⲟⲉⲓⲧ	VSTAT
5633622	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5633627	ϩⲏⲡ	acl:relcl	ϩⲱⲡ	'NULL'	ϩⲏⲡ	VSTAT
5634075	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5634078	ϩⲏϣ	acl:relcl	ϩⲱϣ	'NULL'	ϩⲏϣ	VSTAT
5634417	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5634420	ϩⲏⲛ	acl:relcl	ϩⲱⲛ	'NULL'	ϩⲏⲛ	VSTAT
5634679	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5634682	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5634750	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5634753	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5635140	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5635143	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5635335	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5635340	ϩⲏⲡ	acl:relcl	ϩⲱⲡ	'NULL'	ϩⲏⲡ	VSTAT
5635406	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5635409	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5635626	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5635629	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5635689	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5635692	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5635792	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5635795	ⲉ	obj	ϩⲉ	'NULL'	ϩⲉ	N
5635846	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5635849	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5635921	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5635924	ⲉ	obj	ϩⲉ	'NULL'	ϩⲉ	N
5635974	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5635977	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5635992	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5635997	ϩⲓϫⲛ̅	case	ϩⲓϫⲛ	'NULL'	ϩⲓϫⲛ	PREP
5636620	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5636625	ⲏⲧⲏⲣⲓⲟⲛ	appos	ϩⲏⲧⲏⲣⲓⲟⲛ	'NULL'	ϩⲏⲧⲏⲣⲓⲟⲛ	N
5636763	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5636766	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5636879	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5636882	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5636954	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5636957	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5637199	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5637202	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5637241	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5637244	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5637447	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5637450	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5637528	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5637531	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5637651	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5637654	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5637730	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5637733	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5638374	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5638377	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5638450	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5638453	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5638835	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5638838	ϩⲏϣ	acl:relcl	ϩⲱϣ	'NULL'	ϩⲏϣ	VSTAT
5638965	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5638968	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5639034	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5639037	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5639085	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5639088	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5639403	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5639408	ⲓⲉⲗⲏ̅ⲙ̅	obl	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	'NULL'	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	NPROP
5639750	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5639753	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5639808	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5639811	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5641174	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5641177	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5641235	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5641238	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5641309	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5641312	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5641846	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5641849	ⲏ	obl	ϩⲏ	'NULL'	ϩⲏ	N
5641993	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5641996	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5642085	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5642088	ⲏ	obl	ϩⲏ	'NULL'	ϩⲏ	N
5642201	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5642204	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5646161	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5646166	ϩⲁϩⲧⲏ	case	ϩⲁϩⲧⲛ	'NULL'	ϩⲁϩⲧⲏ	PREP
5646573	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5646578	ϩⲁ	case	ϩⲁ	'NULL'	ϩⲁ	PREP
5649311	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5649314	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5650033	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5650038	ϩⲓϩⲟⲩⲛ	acl:relcl	ϩⲓϩⲟⲩⲛ	'NULL'	ϩⲓϩⲟⲩⲛ	ADV
5650500	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5650503	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5651506	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5651512	ϩⲟⲟⲩ	acl:relcl	ϩⲟⲟⲩ	'NULL'	ϩⲟⲟⲩ	VSTAT
5652375	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5652378	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5653425	ⲧ	det	ⲡ	'NULL'	ⲧ	ART	5653428	ϩⲓⲗⲓⲕⲓⲁ	obl	ϩⲓⲗⲓⲕⲓⲁ	'NULL'	ϩⲓⲗⲓⲕⲓⲁ	N
5655105	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5655108	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5655588	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5655591	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5655876	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5655880	ⲉⲛⲉⲉⲧⲉ	obl	ϩⲉⲛⲉⲉⲧⲉ	'NULL'	ϩⲉⲛⲉⲉⲧⲉ	N
5656397	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5656400	ⲉ	conj	ϩⲉ	'NULL'	ϩⲉ	N
5657710	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5657713	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5657802	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5657807	ϩⲛ̄	case	ϩⲛ	'NULL'	ϩⲛ	PREP
5658326	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5658329	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5658723	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5658727	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5659765	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5659768	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5660501	ⲉⲓⲱⲧ	nsubj	ⲉⲓⲱⲧ	'NULL'	ⲉⲓⲱⲧ	N	5660505	ϩⲟⲙⲟⲗⲟⲅⲉⲓ	root	ϩⲟⲙⲟⲗⲟⲅⲉⲓ	'NULL'	ϩⲟⲙⲟⲗⲟⲅⲉⲓ	V
5661668	ϩⲟⲟⲩⲧ	dislocated	ϩⲟⲟⲩⲧ	'NULL'	ϩⲟⲟⲩⲧ	N	5661671	ϩⲱⲱ	advmod	ϩⲱⲱ	'NULL'	ϩⲱⲱ	IMOD
5661757	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5661760	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5661802	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5661806	ⲏ	obl	ϩⲏ	'NULL'	ϩⲏ	N
5661855	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5661860	ϩⲙ̄	case	ϩⲛ	'NULL'	ϩⲙ	PREP
5662007	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5662010	ⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
5664917	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5664920	ⲉ	conj	ϩⲉ	'NULL'	ϩⲉ	N
5665267	ⲡⲁϩ̄ⲧ̄	advcl	ⲡⲱϩⲧ	'NULL'	ⲡⲁϩⲧ	V	5665270	ϩⲁ	case	ϩⲁ	'NULL'	ϩⲁ	PREP
5665955	ϩⲏⲧ	obl	ϩⲏⲧ	'NULL'	ϩⲏⲧ	N	5665958	ϩⲁⲣⲟ	case	ϩⲁ	'NULL'	ϩⲁⲣⲟ	PREP
5666227	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5666230	ⲉ	obj	ϩⲉ	'NULL'	ϩⲉ	N
5668524	ⲑ̄	det	ⲡ	'NULL'	ⲧ	ART	5668528	ⲗ̄ⲡⲉ	obl	ϩⲉⲗⲡⲉ	'NULL'	ϩⲗⲡⲉ	N
5668587	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5668590	ϩⲙ̄	case	ϩⲛ	'NULL'	ϩⲙ	PREP
5669466	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5669472	ⲟⲧⲉ	conj	ϩⲟⲧⲉ	'NULL'	ϩⲟⲧⲉ	N
5669583	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5669586	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5670295	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5670298	ⲉ	root	ϩⲉ	'NULL'	ϩⲉ	N
5672172	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5672175	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5672209	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5672212	ϩⲓⲧⲟⲩⲱⲱ	case	ϩⲓⲧⲟⲩⲛ	'NULL'	ϩⲓⲧⲟⲩⲱⲱ	PREP
5672229	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5672232	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5672760	ϣⲱϥⲧ̄	ccomp	ϣⲱϥⲧ	'NULL'	ϣⲱϥⲧ	V	5672763	ϩⲛ̄	case	ϩⲛ	'NULL'	ϩⲛ	PREP
5673201	ⲡⲏⲧ	acl:relcl	ⲡⲱⲧ	'NULL'	ⲡⲏⲧ	VSTAT	5673204	ϩⲁ	case	ϩⲁ	'NULL'	ϩⲁ	PREP
5673236	ⲥϭⲣⲁϩ̄ⲧ̄	advcl	ⲥϭⲣⲁϩⲧ	'NULL'	ⲥϭⲣⲁϩⲧ	VSTAT	5673239	ϩⲙ̄	case	ϩⲛ	'NULL'	ϩⲙ	PREP
5674257	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5674260	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5674982	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5674985	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5675029	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5675032	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5675109	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5675112	ⲉ	nmod	ϩⲉ	'NULL'	ϩⲉ	N
5675190	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5675193	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5677543	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5677546	ϩⲛ̄	case	ϩⲛ	'NULL'	ϩⲛ	PREP
5677756	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5677761	ϩⲁϩⲧⲛ̄	case	ϩⲁϩⲧⲛ	'NULL'	ϩⲁϩⲧⲛ	PREP
5678008	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5678011	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5678893	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5678896	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5678911	ⲙⲟⲟⲩⲧ	acl:relcl	ⲙⲟⲩ	'NULL'	ⲙⲟⲟⲩⲧ	VSTAT	5678914	ϩⲙ̄	case	ϩⲛ	'NULL'	ϩⲙ	PREP
5680258	ⲥϭⲣⲁϩⲧ̄	acl:relcl	ⲥϭⲣⲁϩⲧ	'NULL'	ⲥϭⲣⲁϩⲧ	VSTAT	5680261	ϩⲛ̄	case	ϩⲛ	'NULL'	ϩⲛ	PREP
5680955	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5680958	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5819592	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5819595	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5821465	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5821469	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5822359	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5822365	ⲉ	nsubj	ϩⲉ	'NULL'	ϩⲉ	N
5823534	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5823537	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5824867	[ⲥ]ⲧⲱⲧ̅	root	ⲥⲧⲱⲧ	'NULL'	ⲥⲧⲱⲧ	V	5824870	ϩⲏⲧ	obl:npmod	ϩⲏⲧ	'NULL'	ϩⲏⲧ	N
5825132	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5825135	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5828394	Ⲑ	det	ⲡ	true	ⲧ	ART	5828405	ⲁⲗⲁⲥⲥⲁ̅	nsubj	ϩⲁⲗⲁⲥⲥⲁ	'NULL'	ϩⲁⲗⲁⲥⲥⲁ	N
5831299	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5831302	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5831909	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5831914	ϩⲁ	case	ϩⲁ	'NULL'	ϩⲁ	PREP
5832134	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5832141	ⲁⲗⲁⲥⲥⲁ	appos	ϩⲁⲗⲁⲥⲥⲁ	'NULL'	ϩⲁⲗⲁⲥⲥⲁ	N
5832276	ϩⲟⲙⲛⲧ̅	nmod	ϩⲟⲙⲛⲧ	'NULL'	ϩⲟⲙⲛⲧ	N	5832280	ϩⲛ̅	case	ϩⲛ	'NULL'	ϩⲛ	PREP
5832299	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5832302	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5832455	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5832460	ϩⲛ̅	case	ϩⲛ	'NULL'	ϩⲛ	PREP
5832541	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5832546	ϩⲙ̅	case	ϩⲛ	'NULL'	ϩⲙ	PREP
5832567	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5832570	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5832594	ⲥⲃ̅ⲧⲱⲧ̅	acl:relcl	ⲥⲟⲃⲧⲉ	'NULL'	ⲥⲃⲧⲱⲧ	VSTAT	5832597	ϩⲓⲧⲛ̅	case	ϩⲓⲧⲛ	'NULL'	ϩⲓⲧⲛ	PREP
5832646	ⲉⲧ	mark	ⲉⲧ	'NULL'	ⲉⲧ	CREL	5832651	ϩⲛ̅	case	ϩⲛ	'NULL'	ϩⲛ	PREP
5832654	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5832659	ⲁⲗⲁⲥⲥⲁ	acl:relcl	ϩⲁⲗⲁⲥⲥⲁ	'NULL'	ϩⲁⲗⲁⲥⲥⲁ	N
5832672	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5832675	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5833130	ⲉⲥⲏⲧ̅	obl	ⲉⲥⲏⲧ	'NULL'	ⲉⲥⲏⲧ	N	5833133	ϩⲓⲧⲙ̅	case	ϩⲓⲧⲛ	'NULL'	ϩⲓⲧⲙ	PREP
5833204	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5833207	ϩⲓϫⲙ̅	case	ϩⲓϫⲛ	'NULL'	ϩⲓϫⲙ	PREP
5834645	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5834651	ⲩⲡⲟⲙⲓⲛⲏ	nmod	ϩⲩⲡⲟⲙⲓⲛⲏ	'NULL'	ϩⲩⲡⲟⲙⲓⲛⲏ	N
5835228	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5835232	ⲁⲏ̅	obl	ϩⲁⲏ	'NULL'	ϩⲁⲏ	N
5835551	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5835554	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5837094	ⲑ	det	ⲡ	true	ⲧ	ART	5837104	ⲓⲕⲱⲛ	root	ϩⲓⲕⲱⲛ	'NULL'	ϩⲓⲕⲱⲛ	N
5837628	ⲉⲧ	mark	ⲉⲧⲉⲣⲉ	'NULL'	ⲉⲧ	CREL	5837631	ϩⲛ̅	case	ϩⲛ	'NULL'	ϩⲛ	PREP
5839748	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5839751	ⲉ	obl	ϩⲉ	'NULL'	ϩⲉ	N
5839979	ⲑ	det	ⲡ	true	ⲧ	ART	5839988	ⲁⲗⲁⲥⲥⲁ	root	ϩⲁⲗⲁⲥⲥⲁ	'NULL'	ϩⲁⲗⲁⲥⲥⲁ	N
5840721	ⲑ	det	ⲡ	'NULL'	ⲧ	ART	5840727	ⲟⲧⲉ	conj	ϩⲟⲧⲉ	'NULL'	ϩⲟⲧⲉ	N
